"id","name","mechanic","equipment","primary_muscle","secondary_muscles","beginner_friendly","instructions","images","hypertrophy_score","rep_range","hidden","bench_required","pull_up_bar_required"
114,Close-Grip Standing Barbell Curl,isolation,barbell,biceps,{forearms},true,"{""Hold a barbell with both hands, palms up and a few inches apart."",""Stand with your torso straight and your head up. Your feet should be about shoulder width and your elbows close to your torso. This will be your starting position. Tip: You will keep your upper arms and elbows stationary throughout the movement."",""Curl the bar up in a semicircular motion until the forearms touch your biceps. Exhale as you perform this portion of the movement and contract your biceps hard for a second at the top. Tip: Avoid bending the back or using swinging motions as you lift the weight. Only the forearms should move."",""Slowly go back down to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}","{Close-Grip_Standing_Barbell_Curl/0.jpg,Close-Grip_Standing_Barbell_Curl/1.jpg}",,"",true,,
118,Cross Body Hammer Curl,isolation,dumbbell,biceps,{forearms},true,"{""Stand up straight with a dumbbell in each hand. Your hands should be down at your side with your palms facing in."",""While keeping your palms facing in and without twisting your arm, curl the dumbbell of the right arm up towards your left shoulder as you exhale. Touch the top of the dumbbell to your shoulder and hold the contraction for a second."",""Slowly lower the dumbbell along the same path as you inhale and then repeat the same movement for the left arm."",""Continue alternating in this fashion until the recommended amount of repetitions is performed for each arm.""}","{Cross_Body_Hammer_Curl/0.jpg,Cross_Body_Hammer_Curl/1.jpg}",,"",true,,
122,Crunch - Legs On Exercise Ball,isolation,body only,abdominals,{},true,"{""Lie flat on your back with your feet resting on an exercise ball and your knees bent at a 90 degree angle."",""Place your feet three to four inches apart and point your toes inward so they touch."",""Place your hands lightly on either side of your head keeping your elbows in. Tip: Don't lock your fingers behind your head."",""Push the small of your back down in the floor in order to better isolate your abdominal muscles. This will be your starting position."",""Begin to roll your shoulders off the floor and continue to push down as hard as you can with your lower back. Your shoulders should come up off the floor only about four inches, and your lower back should remain on the floor. Breathe out as you execute this portion of the movement. Squeeze your abdominals hard at the top of the contraction and hold for a second. Tip: Focus on a slow, controlled movement. Refrain from using momentum at any time."",""Slowly go back down to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}","{Crunch_-_Legs_On_Exercise_Ball/0.jpg,Crunch_-_Legs_On_Exercise_Ball/1.jpg}",,"",true,,
123,Cuban Press,compound,dumbbell,shoulders,{traps},false,"{""Take a dumbbell in each hand with a pronated grip in a standing position. Raise your upper arms so that they are parallel to the floor, allowing your lower arms to hang in the \""scarecrow\"" position. This will be your starting position."",""To initiate the movement, externally rotate the shoulders to move the upper arm 180 degrees. Keep the upper arms in place, rotating the upper arms until the wrists are directly above the elbows, the forearms perpendicular to the floor."",""Now press the dumbbells by extending at the elbows, straightening your arms overhead."",""Return to the starting position as you breathe in by reversing the steps."",""Repeat for the recommended amount of repetitions.""}","{Cuban_Press/0.jpg,Cuban_Press/1.jpg}",,"",true,,
124,Dead Bug,compound,body only,abdominals,{},true,"{""Begin lying on your back with your hands extended above you toward the ceiling."",""Bring your feet, knees, and hips up to 90 degrees."",""Exhale hard to bring your ribcage down and flatten your back onto the floor, rotating your pelvis up and squeezing your glutes. Hold this position throughout the movement. This will be your starting position."",""Initiate the exercise by extending one leg, straightening the knee and hip to bring the leg just above the ground."",""Maintain the position of your lumbar and pelvis as you perform the movement, as your back is going to want to arch."",""Stay tight and return the working leg to the starting position."",""Repeat on the opposite side, alternating until the set is complete.""}","{Dead_Bug/0.jpg,Dead_Bug/1.jpg}",,"",true,,
125,Decline Barbell Bench Press,compound,barbell,chest,"{shoulders,triceps}",true,"{""Secure your legs at the end of the decline bench and slowly lay down on the bench."",""Using a medium width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over you with your arms locked. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack."",""As you breathe in, come down slowly until you feel the bar on your lower chest."",""After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up)."",""Repeat the movement for the prescribed amount of repetitions."",""When you are done, place the bar back in the rack.""}","{Decline_Barbell_Bench_Press/0.jpg,Decline_Barbell_Bench_Press/1.jpg}",1,"8-12",false,true,false
134,Decline Reverse Crunch,compound,body only,abdominals,{},true,"{""Lie on your back on a decline bench and hold on to the top of the bench with both hands. Don't let your body slip down from this position."",""Hold your legs parallel to the floor using your abs to hold them there while keeping your knees and feet together. Tip: Your legs should be fully extended with a slight bend on the knee. This will be your starting position."",""While exhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the bench. At the end of this movement your knees will be touching your chest."",""Hold the contraction for a second and move your legs back to the starting position while inhaling."",""Repeat for the recommended amount of repetitions.""}","{Decline_Reverse_Crunch/0.jpg,Decline_Reverse_Crunch/1.jpg}",,"",true,,
139,Donkey Calf Raises,isolation,other,calves,{},false,"{""For this exercise you will need access to a donkey calf raise machine. Start by positioning your lower back and hips under the padded lever provided. The tailbone area should be the one making contact with the pad."",""Place both of your arms on the side handles and place the balls of your feet on the calf block with the heels extending off. Align the toes forward, inward or outward, depending on the area you wish to target, and straighten the knees without locking them. This will be your starting position."",""Raise your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down."",""Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched."",""Repeat for the recommended amount of repetitions.""}","{Donkey_Calf_Raises/0.jpg,Donkey_Calf_Raises/1.jpg}",,"",true,,
131,Decline EZ Bar Triceps Extension,isolation,barbell,triceps,{},true,"{""Secure your legs at the end of the decline bench and slowly lay down on the bench."",""Using a close grip (a grip that is slightly less than shoulder width), lift the EZ bar from the rack and hold it straight over you with your arms locked and elbows in. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack."",""As you breathe in and you keep the upper arms stationary, bring the bar down slowly by moving your forearms in a semicircular motion towards you until you feel the bar slightly touch your forehead. Breathe in as you perform this portion of the movement."",""Lift the bar back to the starting position by contracting the triceps and exhaling."",""Repeat until the recommended amount of repetitions is performed.""}","{Decline_EZ_Bar_Triceps_Extension/0.jpg,Decline_EZ_Bar_Triceps_Extension/1.jpg}",2,"8-12",false,true,false
140,Double Kettlebell Alternating Hang Clean,compound,kettlebells,hamstrings,"{biceps,calves,forearms,glutes,""lower back"",quadriceps,traps}",false,"{""Place two kettlebells between your feet. To get in the starting position, push your butt back and look straight ahead."",""Clean one kettlebell to your shoulder and hold on to the other kettlebell."",""With a fluid motion, lower the top kettlebell while driving the bottom kettlebell up.""}","{Double_Kettlebell_Alternating_Hang_Clean/0.jpg,Double_Kettlebell_Alternating_Hang_Clean/1.jpg}",,"",true,,
143,Double Kettlebell Windmill,,kettlebells,abdominals,"{glutes,hamstrings,shoulders,triceps}",false,"{""Place a kettlebell in front of your front foot and clean and press a kettlebell overhead with your opposite arm. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulders. Rotate your wrist as you do so, so that the palm faces forward."",""Keeping the kettlebell locked out at all times, push your butt out in the direction of the locked out kettlebell. Turn your feet out at a forty-five degree angle from the arm with the locked out kettlebell."",""Bending at the hip to one side, sticking your butt out, slowly lean until you can retrieve the kettlebell from the floor. Keep your eyes on the kettlebell that you hold over your head at all times."",""Pause for a second after retrieving the kettlebell from the ground and reverse the motion back to the starting position.""}","{Double_Kettlebell_Windmill/0.jpg,Double_Kettlebell_Windmill/1.jpg}",,"",true,,
146,Dumbbell Alternate Bicep Curl,isolation,dumbbell,biceps,{forearms},true,"{""Stand (torso upright) with a dumbbell in each hand held at arms length. The elbows should be close to the torso and the palms of your hand should be facing your thighs."",""While holding the upper arm stationary, curl the right weight as you rotate the palm of the hands until they are facing forward. At this point continue contracting the biceps as you breathe out until your biceps is fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Tip: Only the forearms should move."",""Slowly begin to bring the dumbbell back to the starting position as your breathe in. Tip: Remember to twist the palms back to the starting position (facing your thighs) as you come down."",""Repeat the movement with the left hand. This equals one repetition."",""Continue alternating in this manner for the recommended amount of repetitions.""}","{Dumbbell_Alternate_Bicep_Curl/0.jpg,Dumbbell_Alternate_Bicep_Curl/1.jpg}",,"",true,,
172,Dumbbell Step Ups,compound,dumbbell,quadriceps,"{calves,glutes,hamstrings}",false,"{""Stand up straight while holding a dumbbell on each hand (palms facing the side of your legs)."",""Place the right foot on the elevated platform. Step on the platform by extending the hip and the knee of your right leg. Use the heel mainly to lift the rest of your body up and place the foot of the left leg on the platform as well. Breathe out as you execute the force required to come up."",""Step down with the left leg by flexing the hip and knee of the right leg as you inhale. Return to the original standing position by placing the right foot of to next to the left foot on the initial position."",""Repeat with the right leg for the recommended amount of repetitions and then perform with the left leg.""}","{Dumbbell_Step_Ups/0.jpg,Dumbbell_Step_Ups/1.jpg}",2,"8-12",false,false,false
145,Drag Curl,compound,barbell,biceps,{forearms},false,"{""Grab a barbell with a supinated grip (palms facing forward) and get your elbows close to your torso and back. This will be your starting position."",""As you exhale, curl the bar up while keeping the elbows to the back as you \""Drag\"" the bar up by keeping it in contact with your torso. Tip: As you can see, you will not be keeping the elbows pinned to your sides, but instead you will be bringing them back. Also, do not lift your shoulders."",""Slowly go back to the starting position as you keep the bar in contact with the torso at all times."",""Repeat for the recommended amount of repetitions.""}","{Drag_Curl/0.jpg,Drag_Curl/1.jpg}",1,"8-12",false,false,false
148,Dumbbell Bench Press with Neutral Grip,compound,dumbbell,chest,"{shoulders,triceps}",true,"{""Take a dumbbell in each hand and lay back onto a flat bench. Your feet should be flat on the floor and your shoulder blades retracted."",""Maintaining a neutral grip, palms facing each other, begin with your arms extended directly above you, perpendicular to the floor. This will be your starting position."",""Begin the movement by flexing the elbow, lowering the upper arms to the side. Descend until the dumbbells are to your torso."",""Pause, then extend the elbow and return to the starting position.""}","{Dumbbell_Bench_Press_with_Neutral_Grip/0.jpg,Dumbbell_Bench_Press_with_Neutral_Grip/1.jpg}",,"",true,,
153,Dumbbell Incline Shoulder Raise,isolation,dumbbell,shoulders,{triceps},true,"{""Sit on an Incline Bench while holding a dumbbell on each hand on top of your thighs."",""Lift your legs up to kick the weights to your shoulders and lean back. Position the dumbbells above your shoulders with your arms extended. The arms should be perpendicular to the floor with your palms facing forward and knuckles pointing towards the ceiling. This will be your starting position."",""While keeping the arms straight and locked, lift the dumbbells by raising the shoulders from the bench as you breathe out."",""Bring back the dumbbells to the starting position as you breathe in."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Incline_Shoulder_Raise/0.jpg,Dumbbell_Incline_Shoulder_Raise/1.jpg}",,"",true,,
155,Dumbbell Lying One-Arm Rear Lateral Raise,isolation,dumbbell,shoulders,"{""middle back""}",false,"{""While holding a dumbbell in one hand, lay with your chest down on a slightly inclined (around 15 degrees when measured from the floor) adjustable bench. The other hand can be used to hold to the leg of the bench for stability."",""Position the palm of the hand that is holding the dumbbell in a neutral manner (palms facing your torso) as you keep the arm extended with the elbow slightly bent. This will be your starting position."",""Now raise the arm with the dumbbell to the side until your elbow is at shoulder height and your arm is roughly parallel to the floor as you exhale. Tip: Maintain your arm perpendicular to the torso while keeping your arm extended throughout the movement. Also, keep the contraction at the top for a second."",""Slowly lower the dumbbell to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Lying_One-Arm_Rear_Lateral_Raise/0.jpg,Dumbbell_Lying_One-Arm_Rear_Lateral_Raise/1.jpg}",,"",true,,
149,Dumbbell Bicep Curl,isolation,dumbbell,biceps,{forearms},true,"{""Stand up straight with a dumbbell in each hand at arm's length. Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. This will be your starting position."",""Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps."",""Then, inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Bicep_Curl/0.jpg,Dumbbell_Bicep_Curl/1.jpg}",3,"8-12",false,false,false
152,Dumbbell Incline Row,compound,dumbbell,middle back,"{biceps,forearms,lats,shoulders}",true,"{""Using a neutral grip, lean into an incline bench."",""Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position."",""Retract the shoulder blades and flex the elbows to row the dumbbells to your side."",""Pause at the top of the motion, and then return to the starting position.""}","{Dumbbell_Incline_Row/0.jpg,Dumbbell_Incline_Row/1.jpg}",3,"8-12",false,true,false
157,Dumbbell Lying Rear Lateral Raise,isolation,dumbbell,shoulders,{},false,"{""While holding a dumbbell in each hand, lay with your chest down on a slightly inclined (around 15 degrees when measured from the floor) adjustable bench."",""Position the palms of the hands in a neutral manner (palms facing your torso) as you keep the arms extended with the elbows slightly bent. This will be your starting position."",""Now raise the arms to the side until your elbows are at shoulder height and your arms are roughly parallel to the floor as you exhale. Tip: Maintain your arms perpendicular to the torso while keeping them extended throughout the movement. Also, keep the contraction at the top for a second."",""Slowly lower the dumbbells to the starting position as you inhale."",""Repeat for the recommended amount of repetitions and then switch to the other arm.""}","{Dumbbell_Lying_Rear_Lateral_Raise/0.jpg,Dumbbell_Lying_Rear_Lateral_Raise/1.jpg}",,"",true,,
159,Dumbbell One-Arm Shoulder Press,compound,dumbbell,shoulders,{triceps},false,"{""Grab a dumbbell and either sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs or stand up straight."",""Clean the dumbbell up to bring it to shoulder height. The other hand can be kept fully extended to the side, by the waist or grabbing a fixed surface."",""Rotate the wrist so that the palm of your hand is facing forward. This is your starting position."",""As you exhale, push the dumbbell up until your arm is fully extended."",""After a second pause, slowly come down back to the starting position as you inhale."",""Repeat for the recommended amount of repetitions and then switch arms.""}","{Dumbbell_One-Arm_Shoulder_Press/0.jpg,Dumbbell_One-Arm_Shoulder_Press/1.jpg}",,"",true,,
169,Dumbbell Side Bend,isolation,dumbbell,abdominals,{},true,"{""Stand up straight while holding a dumbbell on the left hand (palms facing the torso) as you have the right hand holding your waist. Your feet should be placed at shoulder width. This will be your starting position."",""While keeping your back straight and your head up, bend only at the waist to the right as far as possible. Breathe in as you bend to the side. Then hold for a second and come back up to the starting position as you exhale. Tip: Keep the rest of the body stationary."",""Now repeat the movement but bending to the left instead. Hold for a second and come back to the starting position."",""Repeat for the recommended amount of repetitions and then change hands.""}","{Dumbbell_Side_Bend/0.jpg,Dumbbell_Side_Bend/1.jpg}",,"",true,,
227,Incline Push-Up,compound,body only,chest,"{shoulders,triceps}",true,"{""Stand facing bench or sturdy elevated platform. Place hands on edge of bench or platform, slightly wider than shoulder width."",""Position forefoot back from bench or platform with arms and body straight. Arms should be perpendicular to body. Keeping body straight, lower chest to edge of box or platform by bending arms."",""Push body up until arms are extended. Repeat.""}","{Incline_Push-Up/0.jpg,Incline_Push-Up/1.jpg}",2,"10-15",false,false,false
161,Dumbbell One-Arm Upright Row,compound,dumbbell,shoulders,"{biceps,traps}",false,"{""Grab a dumbbell and stand up straight with your arm extended in front of you with a slight bend at the elbows and your back straight. This will be your starting position. Tip: The dumbbell should be resting on top of your thigh with the palm of your hands facing your thighs."",""Keep the other hand can be kept fully extended to the side, by the waist or grabbing a fixed surface. This will be your starting position."",""Use your side shoulders to lift the dumbbell as you exhale. The dumbbell should be close to the body as you move it up. Continue to lift it until the dumbbell is nearly in line with your chin. Tip: Your elbows should drive the motion. As you lift the dumbbell, your elbow should always be higher than your forearm. Also, keep your torso stationary and pause for a second at the top of the movement."",""Lower the dumbbell back down slowly to the starting position. Inhale as you perform this portion of the movement."",""Repeat for the recommended amount of repetitions and switch arms.""}","{Dumbbell_One-Arm_Upright_Row/0.jpg,Dumbbell_One-Arm_Upright_Row/1.jpg}",,"",true,,
162,Dumbbell Prone Incline Curl,isolation,dumbbell,biceps,{},false,"{""Grab a dumbbell on each hand and lie face down on an incline bench with your shoulders near top of the incline. Your knees can rest on the seat or your legs can be straddled to the sides (my preferred way)."",""Let your arms extend and hang naturally in front of you so that they are perpendicular to the floor."",""Now keep your elbows in by your side and face the palms forward. This will be your starting position."",""Raise the dumbbells by contracting the biceps until your arms are fully flexed. Exhale as you perform this portion of the movement and ensure that only the forearms move. The upper arms should remain stationary at all times."",""Lower the dumbbells until your arms are fully extended."",""Repeat for the recommended amount of times.""}","{Dumbbell_Prone_Incline_Curl/0.jpg,Dumbbell_Prone_Incline_Curl/1.jpg}",,"",true,,
164,Dumbbell Rear Lunge,compound,dumbbell,quadriceps,"{calves,glutes,hamstrings}",false,"{""Stand with your torso upright holding two dumbbells in your hands by your sides. This will be your starting position."",""Step backward with your right leg around two feet or so from the left foot and lower your upper body down, while keeping the torso upright and maintaining balance. Inhale as you go down. Tip: As in the other exercises, do not allow your knee to go forward beyond your toes as you come down, as this will put undue stress on the knee joint. Make sure that you keep your front shin perpendicular to the ground. Keep the torso upright during the lunge; flexible hip flexors are important. A long lunge emphasizes the Gluteus Maximus; a short lunge emphasizes Quadriceps."",""Push up and go back to the starting position as you exhale. Tip: Use the ball of your feet to push in order to accentuate the quadriceps. To focus on the glutes, press with your heels."",""Now repeat with the opposite leg.""}","{Dumbbell_Rear_Lunge/0.jpg,Dumbbell_Rear_Lunge/1.jpg}",,"",true,,
166,Dumbbell Seated One-Leg Calf Raise,isolation,dumbbell,calves,{},true,"{""Place a block on the floor about 12 inches from a flat bench."",""Sit on a flat bench and place a dumbbell on your upper left thigh about 3 inches above your knee."",""Now place the ball of your left foot on the block. This will be your starting position."",""Raise your toes up as high as possible as you exhale and you contract your calf muscle. Hold the contraction for a second."",""Slowly return to the starting position, stretching as far down as possible."",""Repeat for your prescribed number of repetitions and then repeat with the right leg.""}","{Dumbbell_Seated_One-Leg_Calf_Raise/0.jpg,Dumbbell_Seated_One-Leg_Calf_Raise/1.jpg}",,"",true,,
168,Dumbbell Shrug,isolation,dumbbell,traps,{},true,"{""Stand erect with a dumbbell on each hand (palms facing your torso), arms extended on the sides."",""Lift the dumbbells by elevating the shoulders as high as possible while you exhale. Hold the contraction at the top for a second. Tip: The arms should remain extended at all times. Refrain from using the biceps to help lift the dumbbells. Only the shoulders should be moving up and down."",""Lower the dumbbells back to the original position."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Shrug/0.jpg,Dumbbell_Shrug/1.jpg}",3,"10-15",false,false,false
185,Face Pull,compound,cable,rear delt,"{""middle back""}",false,"{""Facing a high pulley with a rope or dual handles attached, pull the weight directly towards your face, separating your hands as you do so. Keep your upper arms parallel to the ground.""}","{Face_Pull/0.jpg,Face_Pull/1.jpg}",3,"8-12",false,false,false
171,Dumbbell Squat To A Bench,compound,dumbbell,quadriceps,"{calves,glutes,hamstrings,""lower back""}",false,"{""Stand up straight with a flat bench behind you while holding a dumbbell on each hand (palms facing the side of your legs)."",""Position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section."",""Begin to slowly lower your torso by bending the knees as you maintain a straight posture with the head up. Continue down until you slightly touch the bench behind you. Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly."",""Begin to raise the bar as you exhale by pushing the floor with the heel of your foot mainly as you straighten the legs again and go back to the starting position."",""Repeat for the recommended amount of repetitions.""}","{Dumbbell_Squat_To_A_Bench/0.jpg,Dumbbell_Squat_To_A_Bench/1.jpg}",,"",true,,
173,Dumbbell Tricep Extension -Pronated Grip,isolation,dumbbell,triceps,{},true,"{""Lie down on a flat bench holding two dumbbells directly above your shoulders. Your arms should be fully extended and form a 90 degree angle from your torso and the floor."",""The palms of your hands should be facing forward, and your elbows should be tucked in. This will be your starting position."",""Now, inhale and slowly lower the dumbbells until they are near your ears. Be sure to keep your upper arms stationary and your elbows tucked in."",""Then, exhale and use your triceps to return the weight to the starting position.""}","{Dumbbell_Tricep_Extension_-Pronated_Grip/0.jpg,Dumbbell_Tricep_Extension_-Pronated_Grip/1.jpg}",,"",true,,
174,Elbow to Knee,compound,body only,abdominals,{},true,"{""Lie on the floor, crossing your right leg across your bent left knee. Clasp your hands behind your head, beginning with your shoulder blades on the ground. This will be your starting position."",""Perform the motion by flexing the spine and rotating your torso to bring the left elbow to the right knee."",""Return to the starting position and repeat the movement for the desired number of repetitions before switching sides.""}","{Elbow_to_Knee/0.jpg,Elbow_to_Knee/1.jpg}",,"",true,,
176,Elevated Cable Rows,compound,cable,lats,"{""middle back"",traps}",false,"{""Get a platform of some sort (it can be an aerobics or calf raise platform) that is around 4-6 inches in height."",""Place it on the seat of the cable row machine."",""Sit down on the machine and place your feet on the front platform or crossbar provided making sure that your knees are slightly bent and not locked."",""Lean over as you keep the natural alignment of your back and grab the V-bar handles."",""With your arms extended pull back until your torso is at a 90-degree angle from your legs. Your back should be slightly arched and your chest should be sticking out. You should be feeling a nice stretch on your lats as you hold the bar in front of you. This is the starting position of the exercise."",""Keeping the torso stationary, pull the handles back towards your torso while keeping the arms close to it until you touch the abdominals. Breathe out as you perform that movement. At that point you should be squeezing your back muscles hard. Hold that contraction for a second and slowly go back to the original position while breathing in."",""Repeat for the recommended amount of repetitions.""}","{Elevated_Cable_Rows/0.jpg,Elevated_Cable_Rows/1.jpg}",,"",true,,
179,Extended Range One-Arm Kettlebell Floor Press,compound,kettlebells,chest,"{shoulders,triceps}",true,"{""Lie on the floor and position a kettlebell for one arm to press. The kettlebell should be held by the handle. The leg on the same side that you are pressing should be bent, with the knee crossing over the midline of the body."",""Press the kettlebell by extending the elbow and adducting the arm, pressing it above your body. Return to the starting position.""}","{Extended_Range_One-Arm_Kettlebell_Floor_Press/0.jpg,Extended_Range_One-Arm_Kettlebell_Floor_Press/1.jpg}",,"",true,,
180,External Rotation,isolation,dumbbell,shoulders,{},true,"{""Lie sideways on a flat bench with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it."",""Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm. Tip: Keep the arm parallel to your torso."",""Now bend the elbow while keeping the upper arm stationary. In this manner, the forearm will be parallel to the floor and perpendicular to your torso (Tip: So the forearm will be directly in front of you). The upper arm will be stationary by your torso and should be parallel to the floor (aligned with your torso at all times). This will be your starting position."",""As you breathe out, externally rotate your forearm so that the dumbbell is lifted up in a semicircle motion as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is perpendicular to the floor and the torso pointing towards the ceiling. At this point you will hold the contraction for a second."",""As you breathe in, slowly go back to the starting position."",""Repeat for the recommended amount of repetitions and then switch to the other arm.""}","{External_Rotation/0.jpg,External_Rotation/1.jpg}",,"",true,,
178,Exercise Ball Pull-In,compound,exercise ball,abdominals,{},true,"{""Place an exercise ball nearby and lay on the floor in front of it with your hands on the floor shoulder width apart in a push-up position."",""Now place your lower shins on top of an exercise ball. Tip: At this point your legs should be fully extended with the shins on top of the ball and the upper body should be in a push-up type of position being supported by your two extended arms in front of you. This will be your starting position."",""While keeping your back completely straight and the upper body stationary, pull your knees in towards your chest as you exhale, allowing the ball to roll forward under your ankles. Squeeze your abs and hold that position for a second."",""Now slowly straighten your legs, rolling the ball back to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}","{Exercise_Ball_Pull-In/0.jpg,Exercise_Ball_Pull-In/1.jpg}",1,"10-15",false,false,false
183,EZ-Bar Curl,isolation,e-z curl bar,biceps,{},true,"{""Stand up straight while holding an EZ curl bar at the wide outer handle. The palms of your hands should be facing forward and slightly tilted inward due to the shape of the bar. Keep your elbows close to your torso. This will be your starting position."",""Now, while keeping your upper arms stationary, exhale and curl the weights forward while contracting the biceps. Focus on only moving your forearms."",""Continue to raise the weight until your biceps are fully contracted and the bar is at shoulder level. Hold the top contracted position for a moment and squeeze the biceps."",""Then inhale and slowly lower the bar back to the starting position."",""Repeat for the recommended amount of repetitions.""}","{EZ-Bar_Curl/0.jpg,EZ-Bar_Curl/1.jpg}",3,"8-12",false,false,false
188,Flat Bench Leg Pull-In,compound,body only,abdominals,{},true,"{""Lie on an exercise mat or a flat bench with your legs off the end."",""Place your hands either under your glutes with your palms down or by the sides holding on to the bench (or with palms down by the side on an exercise mat). Also extend your legs straight out. This will be your starting position."",""Bend your knees and pull your upper thighs into your midsection as you breathe out. Continue this movement until your knees are near your chest. Hold the contracted position for a second."",""As you breathe in, slowly return to the starting position."",""Repeat for the recommended amount of repetitions.""}","{Flat_Bench_Leg_Pull-In/0.jpg,Flat_Bench_Leg_Pull-In/1.jpg}",,"",true,,
190,Flexor Incline Dumbbell Curls,isolation,dumbbell,biceps,{},true,"{""Hold the dumbbell towards the side farther from you so that you have more weight on the side closest to you. (This can be done for a good effect on all bicep dumbbell exercises). Now do a normal incline dumbbell curl, but keep your wrists as far back as possible so as to neutralize any stress that is placed on them."",""Sit on an incline bench that is angled at 45-degrees while holding a dumbbell on each hand."",""Let your arms hang down on your sides, with the elbows in, and turn the palms of your hands forward with the thumbs pointing away from the body. Tip: You will keep this hand position throughout the movement as there should not be any twisting of the hands as they come up. This will be your starting position."",""Curl up the two dumbbells at the same time until your biceps are fully contracted and exhale. Tip: Do not swing the arms or use momentum. Keep a controlled motion at all times. Hold the contracted position for a second at the top."",""As you inhale, slowly go back to the starting position."",""Repeat for the recommended amount of repetitions.""}","{Flexor_Incline_Dumbbell_Curls/0.jpg,Flexor_Incline_Dumbbell_Curls/1.jpg}",,"",true,,
191,Floor Glute-Ham Raise,isolation,,hamstrings,"{calves,glutes}",false,"{""You can use a partner for this exercise or brace your feet under something stable."",""Begin on your knees with your upper legs and torso upright. If using a partner, they will firmly hold your feet to keep you in position. This will be your starting position."",""Lower yourself by extending at the knee, taking care to NOT flex the hips as you go forward."",""Place your hands in front of you as you reach the floor. This movement is very difficult and you may be unable to do it unaided. Use your arms to lightly push off the floor to aid your return to the starting position.""}","{Floor_Glute-Ham_Raise/0.jpg,Floor_Glute-Ham_Raise/1.jpg}",,"",true,,
192,Flutter Kicks,compound,body only,glutes,{hamstrings},true,"{""On a flat bench lie facedown with the hips on the edge of the bench, the legs straight with toes high off the floor and with the arms on top of the bench holding on to the front edge."",""Squeeze your glutes and hamstrings and straighten the legs until they are level with the hips. This will be your starting position."",""Start the movement by lifting the left leg higher than the right leg."",""Then lower the left leg as you lift the right leg."",""Continue alternating in this manner (as though you are doing a flutter kick in water) until you have done the recommended amount of repetitions for each leg. Make sure that you keep a controlled movement at all times. Tip: You will breathe normally as you perform this movement.""}","{Flutter_Kicks/0.jpg,Flutter_Kicks/1.jpg}",,"",true,,
189,Flat Bench Lying Leg Raise,isolation,body only,abdominals,{},true,"{""Lie with your back flat on a bench and your legs extended in front of you off the end."",""Place your hands either under your glutes with your palms down or by the sides holding on to the bench. This will be your starting position."",""As you keep your legs extended, straight as possible with your knees slightly bent but locked raise your legs until they make a 90-degree angle with the floor. Exhale as you perform this portion of the movement and hold the contraction at the top for a second."",""Now, as you inhale, slowly lower your legs back down to the starting position.""}","{Flat_Bench_Lying_Leg_Raise/0.jpg,Flat_Bench_Lying_Leg_Raise/1.jpg}",2,"10-15",false,true,false
